"producto","mes_corte","ventas_mes_anterior","promedio_movil_ventas_3_meses","promedio_movil_ventas_6_meses","promedio_movil_ventas_12_meses","vistas_producto_mes_anterior","promedio_movil_vistas_3_meses","ventas_mes_siguiente"
"Adidas Powerreact Sports Bra Rosa","2024-02","4","5.00","4.83","4.25","45","54.67","6"
"Adidas Powerreact Sports Bra Rosa","2024-03","6","5.00","5.33","4.42","37","45.00","6"
"Adidas Powerreact Sports Bra Rosa","2024-04","6","5.33","5.50","4.50","42","41.33","4"
"Adidas Powerreact Sports Bra Rosa","2024-05","4","5.33","5.17","4.58","44","41.00","4"
"Adidas Powerreact Sports Bra Rosa","2024-06","4","4.67","4.83","4.42","35","40.33","6"
"Adidas Powerreact Sports Bra Rosa","2024-07","6","4.67","5.00","4.75","49","42.67","5"
"Adidas Powerreact Sports Bra Rosa","2024-08","5","5.00","5.17","5.00","45","43.00","7"
"Adidas Powerreact Sports Bra Rosa","2024-09","7","6.00","5.33","5.33","50","48.00","4"
"Adidas Powerreact Sports Bra Rosa","2024-10","4","5.33","5.00","5.25","47","47.33","3"
"Adidas Powerreact Sports Bra Rosa","2024-11","3","4.67","4.83","5.00","48","48.33","5"
"Adidas Powerreact Sports Bra Rosa","2024-12","5","4.00","5.00","4.92","60","51.67","7"
"Adidas Powerreact Sports Bra Rosa","2025-01","7","5.00","5.17","5.08","55","54.33","7"
"Adidas Powerreact Sports Bra Rosa","2025-02","7","6.33","5.50","5.33","43","52.67","6"
"Adidas Powerreact Sports Bra Rosa","2025-03","6","6.67","5.33","5.33","60","52.67","9"
"Adidas Powerreact Sports Bra Rosa","2025-04","9","7.33","6.17","5.58","60","54.33","8"
"Adidas Powerreact Sports Bra Rosa","2025-05","8","7.67","7.00","5.92","55","58.33","9"
"Adidas Powerreact Sports Bra Rosa","2025-06","9","8.67","7.67","6.33","52","55.67","7"
"Adidas Powerreact Sports Bra Rosa","2025-07","7","8.00","7.67","6.42","38","48.33","4"
"Adidas Powerreact Sports Bra Rosa","2025-08","4","6.67","7.17","6.33","33","41.00","9"
"Adidas Powerreact Sports Bra Rosa","2025-09","9","6.67","7.67","6.50","53","41.33","9"
"Adidas Powerreact Sports Bra Rosa","2025-10","9","7.33","7.67","6.92","58","48.00","6"
"Adidas Powerreact Sports Bra Rosa","2025-11","6","8.00","7.33","7.17","63","58.00","5"
"Adidas Powerreact Sports Bra Rosa","2025-12","5","6.67","6.67","7.17","56","59.00","7"
"Adidas Powerreact Sports Bra Rosa","2026-01","7","6.00","6.67","7.17","48","55.67","9"
"Adidas Powerreact Sports Bra Rosa","2026-02","9","7.00","7.50","7.33","54","52.67","16"
"Adidas Powerreact Sports Bra Rosa","2026-03","16","10.67","8.67","8.17","60","54.00","13"
"Adidas Powerreact Sports Bra Rosa","2026-04","13","12.67","9.33","8.50","51","55.00","10"
"Adidas Powerreact Sports Bra Rosa","2026-05","10","13.00","10.00","8.67","52","54.33","18"
"Adidas Primeblue Track Pants Azul","2023-06","2","1.67","2.00","2.08","33","25.00","1"
"Adidas Primeblue Track Pants Azul","2023-07","1","2.00","1.67","2.00","18","23.33","2"
"Adidas Primeblue Track Pants Azul","2023-08","2","1.67","1.67","2.00","27","26.00","2"
"Adidas Primeblue Track Pants Azul","2023-09","2","1.67","1.67","2.00","17","20.67","2"
"Adidas Primeblue Track Pants Azul","2023-10","2","2.00","2.00","2.00","30","24.67","3"
"Adidas Primeblue Track Pants Azul","2023-11","3","2.33","2.00","2.00","37","28.00","0"
"Adidas Primeblue Track Pants Azul","2023-12","0","1.67","1.67","1.83","0","22.33","3"
"Adidas Primeblue Track Pants Azul","2024-01","3","2.00","2.00","1.83","25","20.67","2"
"Adidas Primeblue Track Pants Azul","2024-02","2","1.67","2.00","1.83","31","18.67","2"
"Adidas Primeblue Track Pants Azul","2024-03","2","2.33","2.00","1.83","28","28.00","3"
"Adidas Primeblue Track Pants Azul","2024-04","3","2.33","2.17","2.08","28","29.00","0"
"Adidas Primeblue Track Pants Azul","2024-05","0","1.67","1.67","1.83","17","24.33","2"
"Adidas Primeblue Track Pants Azul","2024-06","2","1.67","2.00","1.83","25","23.33","7"
"Adidas Primeblue Track Pants Azul","2024-07","7","3.00","2.67","2.33","14","18.67","6"
"Adidas Primeblue Track Pants Azul","2024-08","6","5.00","3.33","2.67","0","13.00","3"
"Adidas Primeblue Track Pants Azul","2024-09","3","5.33","3.50","2.75","25","13.00","9"
"Adidas Primeblue Track Pants Azul","2024-10","9","6.00","4.50","3.33","15","13.33","2"
"Adidas Primeblue Track Pants Azul","2024-11","2","4.67","4.83","3.25","29","23.00","13"
"Adidas Primeblue Track Pants Azul","2024-12","13","8.00","6.67","4.33","28","24.00","10"
"Adidas Primeblue Track Pants Azul","2025-01","10","8.33","7.17","4.92","28","28.33","12"
"Adidas Primeblue Track Pants Azul","2025-02","12","11.67","8.17","5.75","27","27.67","10"
"Adidas Primeblue Track Pants Azul","2025-03","10","10.67","9.33","6.42","21","25.33","6"
"Adidas Primeblue Track Pants Azul","2025-04","6","9.33","8.83","6.67","28","25.33","6"
"Adidas Primeblue Track Pants Azul","2025-05","6","7.33","9.50","7.17","12","20.33","8"
"Adidas Primeblue Track Pants Azul","2025-06","8","6.67","8.67","7.67","33","24.33","2"
"Adidas Primeblue Track Pants Azul","2025-07","2","5.33","7.33","7.25","22","22.33","13"
"Adidas Primeblue Track Pants Azul","2025-08","13","7.67","7.50","7.83","18","24.33","2"
"Adidas Primeblue Track Pants Azul","2025-09","2","5.67","6.17","7.75","27","22.33","7"
"Adidas Primeblue Track Pants Azul","2025-10","7","7.33","6.33","7.58","25","23.33","7"
"Adidas Primeblue Track Pants Azul","2025-11","7","5.33","6.50","8.00","26","26.00","4"
"Adidas Primeblue Track Pants Azul","2025-12","4","6.00","5.83","7.25","31","27.33","7"
"Adidas Primeblue Track Pants Azul","2026-01","7","6.00","6.67","7.00","22","26.33","12"
"Adidas Primeblue Track Pants Azul","2026-02","12","7.67","6.50","7.00","21","24.67","8"
"Adidas Primeblue Track Pants Azul","2026-03","8","9.00","7.50","6.83","33","25.33","12"
"Adidas Primeblue Track Pants Azul","2026-04","12","10.67","8.33","7.33","33","29.00","11"
"Adidas Primeblue Track Pants Azul","2026-05","11","10.33","9.00","7.75","21","29.00","15"
"Adidas Strength Graphic Tee Rojo","2023-06","6","5.67","5.33","5.08","48","41.33","5"
"Adidas Strength Graphic Tee Rojo","2023-07","5","5.33","5.50","5.25","44","45.00","4"
"Adidas Strength Graphic Tee Rojo","2023-08","4","5.00","5.17","5.25","47","46.33","5"
"Adidas Strength Graphic Tee Rojo","2023-09","5","4.67","5.17","5.25","47","46.00","5"
"Adidas Strength Graphic Tee Rojo","2023-10","5","4.67","5.00","5.08","47","47.00","5"
"Adidas Strength Graphic Tee Rojo","2023-11","5","5.00","5.00","5.17","41","45.00","4"
"Adidas Strength Graphic Tee Rojo","2023-12","4","4.67","4.67","5.00","43","43.67","5"
"Adidas Strength Graphic Tee Rojo","2024-01","5","4.67","4.67","5.08","38","40.67","5"
"Adidas Strength Graphic Tee Rojo","2024-02","5","4.67","4.83","5.00","38","39.67","6"
"Adidas Strength Graphic Tee Rojo","2024-03","6","5.33","5.00","5.08","44","40.00","3"
"Adidas Strength Graphic Tee Rojo","2024-04","3","4.67","4.67","4.83","43","41.67","5"
"Adidas Strength Graphic Tee Rojo","2024-05","5","4.67","4.67","4.83","37","41.33","4"
"Adidas Strength Graphic Tee Rojo","2024-06","4","4.00","4.67","4.67","50","43.33","22"
"Adidas Strength Graphic Tee Rojo","2024-07","22","10.33","7.50","6.08","26","37.67","25"
"Adidas Strength Graphic Tee Rojo","2024-08","25","17.00","10.83","7.83","38","38.00","24"
"Adidas Strength Graphic Tee Rojo","2024-09","24","23.67","13.83","9.42","35","33.00","20"
"Adidas Strength Graphic Tee Rojo","2024-10","20","23.00","16.67","10.67","38","37.00","30"
"Adidas Strength Graphic Tee Rojo","2024-11","30","24.67","20.83","12.75","41","38.00","24"
"Adidas Strength Graphic Tee Rojo","2024-12","24","24.67","24.17","14.42","47","42.00","19"
"Adidas Strength Graphic Tee Rojo","2025-01","19","24.33","23.67","15.58","47","45.00","20"
"Adidas Strength Graphic Tee Rojo","2025-02","20","21.00","22.83","16.83","35","43.00","30"
"Adidas Strength Graphic Tee Rojo","2025-03","30","23.00","23.83","18.83","50","44.00","22"
"Adidas Strength Graphic Tee Rojo","2025-04","22","24.00","24.17","20.42","27","37.33","24"
"Adidas Strength Graphic Tee Rojo","2025-05","24","25.33","23.17","22.00","47","41.33","34"
"Adidas Strength Graphic Tee Rojo","2025-06","34","26.67","24.83","24.50","50","41.33","22"
"Adidas Strength Graphic Tee Rojo","2025-07","22","26.67","25.33","24.50","38","45.00","3"
"Adidas Strength Graphic Tee Rojo","2025-08","3","19.67","22.50","22.67","44","44.00","24"
"Adidas Strength Graphic Tee Rojo","2025-09","24","16.33","21.50","22.67","54","45.33","25"
"Adidas Strength Graphic Tee Rojo","2025-10","25","17.33","22.00","23.08","50","49.33","25"
"Adidas Strength Graphic Tee Rojo","2025-11","25","24.67","22.17","22.67","43","49.00","27"
"Adidas Strength Graphic Tee Rojo","2025-12","27","25.67","21.00","22.92","43","45.33","26"
"Adidas Strength Graphic Tee Rojo","2026-01","26","26.00","21.67","23.50","30","38.67","25"
"Adidas Strength Graphic Tee Rojo","2026-02","25","26.00","25.33","23.92","41","38.00","35"
"Adidas Strength Graphic Tee Rojo","2026-03","35","28.67","27.17","24.33","33","34.67","42"
"Adidas Strength Graphic Tee Rojo","2026-04","42","34.00","30.00","26.00","33","35.67","31"
"Adidas Strength Graphic Tee Rojo","2026-05","31","36.00","31.00","26.58","42","36.00","39"
"Adidas Techfit Compression Shirt Blanco","2023-06","7","6.67","7.17","6.42","28","35.33","4"
"Adidas Techfit Compression Shirt Blanco","2023-07","4","6.00","6.67","6.17","36","35.67","7"
"Adidas Techfit Compression Shirt Blanco","2023-08","7","6.00","6.67","6.42","31","31.67","7"
"Adidas Techfit Compression Shirt Blanco","2023-09","7","6.00","6.33","6.58","45","37.33","6"
"Adidas Techfit Compression Shirt Blanco","2023-10","6","6.67","6.33","6.67","51","42.33","6"
"Adidas Techfit Compression Shirt Blanco","2023-11","6","6.33","6.17","6.58","47","47.67","9"
"Adidas Techfit Compression Shirt Blanco","2023-12","9","7.00","6.50","6.83","56","51.33","6"
"Adidas Techfit Compression Shirt Blanco","2024-01","6","7.00","6.83","6.75","49","50.67","7"
"Adidas Techfit Compression Shirt Blanco","2024-02","7","7.33","6.83","6.75","43","49.33","9"
"Adidas Techfit Compression Shirt Blanco","2024-03","9","7.33","7.17","6.75","46","46.00","8"
"Adidas Techfit Compression Shirt Blanco","2024-04","8","8.00","7.50","6.92","48","45.67","9"
"Adidas Techfit Compression Shirt Blanco","2024-05","9","8.67","8.00","7.08","48","47.33","7"
"Adidas Techfit Compression Shirt Blanco","2024-06","7","8.00","7.67","7.08","37","44.33","20"
"Adidas Techfit Compression Shirt Blanco","2024-07","20","12.00","10.00","8.42","45","43.33","25"
"Adidas Techfit Compression Shirt Blanco","2024-08","25","17.33","13.00","9.92","37","39.67","22"
"Adidas Techfit Compression Shirt Blanco","2024-09","22","22.33","15.17","11.17","47","43.00","22"
"Adidas Techfit Compression Shirt Blanco","2024-10","22","23.00","17.50","12.50","29","37.67","27"
"Adidas Techfit Compression Shirt Blanco","2024-11","27","23.67","20.50","14.25","46","40.67","31"
"Adidas Techfit Compression Shirt Blanco","2024-12","31","26.67","24.50","16.08","43","39.33","20"
"Adidas Techfit Compression Shirt Blanco","2025-01","20","26.00","24.50","17.25","29","39.33","27"
"Adidas Techfit Compression Shirt Blanco","2025-02","27","26.00","24.83","18.92","49","40.33","19"
"Adidas Techfit Compression Shirt Blanco","2025-03","19","22.00","24.33","19.75","52","43.33","31"
"Adidas Techfit Compression Shirt Blanco","2025-04","31","25.67","25.83","21.67","62","54.33","22"
"Adidas Techfit Compression Shirt Blanco","2025-05","22","24.00","25.00","22.75","44","52.67","30"
"Adidas Techfit Compression Shirt Blanco","2025-06","30","27.67","24.83","24.67","50","52.00","20"
"Adidas Techfit Compression Shirt Blanco","2025-07","20","24.00","24.83","24.67","36","43.33","7"
"Adidas Techfit Compression Shirt Blanco","2025-08","7","19.00","21.50","23.17","50","45.33","31"
"Adidas Techfit Compression Shirt Blanco","2025-09","31","19.33","23.50","23.92","45","43.67","23"
"Adidas Techfit Compression Shirt Blanco","2025-10","23","20.33","22.17","24.00","42","45.67","29"
"Adidas Techfit Compression Shirt Blanco","2025-11","29","27.67","23.33","24.17","49","45.33","26"
"Adidas Techfit Compression Shirt Blanco","2025-12","26","26.00","22.67","23.75","66","52.33","20"
"Adidas Techfit Compression Shirt Blanco","2026-01","20","25.00","22.67","23.75","57","57.33","25"
"Adidas Techfit Compression Shirt Blanco","2026-02","25","23.67","25.67","23.58","46","56.33","37"
"Adidas Techfit Compression Shirt Blanco","2026-03","37","27.33","26.67","25.08","48","50.33","23"
"Adidas Techfit Compression Shirt Blanco","2026-04","23","28.33","26.67","24.42","60","51.33","34"
"Adidas Techfit Compression Shirt Blanco","2026-05","34","31.33","27.50","25.42","32","46.67","30"
"Adidas Tiro Training Pants Negro","2023-06","3","3.33","2.83","3.17","28","29.33","3"
"Adidas Tiro Training Pants Negro","2023-07","3","3.33","3.33","3.17","30","31.00","2"
"Adidas Tiro Training Pants Negro","2023-08","2","2.67","3.17","3.08","19","25.67","3"
"Adidas Tiro Training Pants Negro","2023-09","3","2.67","3.00","3.00","40","29.67","3"
"Adidas Tiro Training Pants Negro","2023-10","3","2.67","3.00","2.92","42","33.67","4"
"Adidas Tiro Training Pants Negro","2023-11","4","3.33","3.00","3.00","53","45.00","4"
"Adidas Tiro Training Pants Negro","2023-12","4","3.67","3.17","3.00","35","43.33","3"
"Adidas Tiro Training Pants Negro","2024-01","3","3.67","3.17","3.25","25","37.67","3"
"Adidas Tiro Training Pants Negro","2024-02","3","3.33","3.33","3.25","43","34.33","4"
"Adidas Tiro Training Pants Negro","2024-03","4","3.33","3.50","3.25","37","35.00","4"
"Adidas Tiro Training Pants Negro","2024-04","4","3.67","3.67","3.33","43","41.00","4"
"Adidas Tiro Training Pants Negro","2024-05","4","4.00","3.67","3.33","43","41.00","3"
"Adidas Tiro Training Pants Negro","2024-06","3","3.67","3.50","3.33","40","42.00","3"
"Adidas Tiro Training Pants Negro","2024-07","3","3.33","3.50","3.33","27","36.67","12"
"Adidas Tiro Training Pants Negro","2024-08","12","6.00","5.00","4.17","23","30.00","14"
"Adidas Tiro Training Pants Negro","2024-09","14","9.67","6.67","5.08","40","30.00","11"
"Adidas Tiro Training Pants Negro","2024-10","11","12.33","7.83","5.75","41","34.67","17"
"Adidas Tiro Training Pants Negro","2024-11","17","14.00","10.00","6.83","36","39.00","17"
"Adidas Tiro Training Pants Negro","2024-12","17","15.00","12.33","7.92","39","38.67","9"
"Adidas Tiro Training Pants Negro","2025-01","9","14.33","13.33","8.42","28","34.33","3"
"Adidas Tiro Training Pants Negro","2025-02","3","9.67","11.83","8.42","22","29.67","10"
"Adidas Tiro Training Pants Negro","2025-03","10","7.33","11.17","8.92","45","31.67","11"
"Adidas Tiro Training Pants Negro","2025-04","11","8.00","11.17","9.50","52","39.67","10"
"Adidas Tiro Training Pants Negro","2025-05","10","10.33","10.00","10.00","32","43.00","3"
"Adidas Tiro Training Pants Negro","2025-06","3","8.00","7.67","10.00","41","41.67","3"
"Adidas Tiro Training Pants Negro","2025-07","3","5.33","6.67","10.00","30","34.33","9"
"Adidas Tiro Training Pants Negro","2025-08","9","5.00","7.67","9.75","26","32.33","3"
"Adidas Tiro Training Pants Negro","2025-09","3","5.00","6.50","8.83","28","28.00","4"
"Adidas Tiro Training Pants Negro","2025-10","4","5.33","5.33","8.25","29","27.67","12"
"Adidas Tiro Training Pants Negro","2025-11","12","6.33","5.67","7.83","29","28.67","15"
"Adidas Tiro Training Pants Negro","2025-12","15","10.33","7.67","7.67","35","31.00","8"
"Adidas Tiro Training Pants Negro","2026-01","8","11.67","8.50","7.58","38","34.00","12"
"Adidas Tiro Training Pants Negro","2026-02","12","11.67","9.00","8.33","37","36.67","20"
"Adidas Tiro Training Pants Negro","2026-03","20","13.33","11.83","9.17","34","36.33","11"
"Adidas Tiro Training Pants Negro","2026-04","11","14.33","13.00","9.17","32","34.33","10"
"Adidas Tiro Training Pants Negro","2026-05","10","13.67","12.67","9.17","43","36.33","18"
"Adidas Train Essentials Shorts Azul","2023-06","4","5.00","4.67","4.67","35","42.33","4"
"Adidas Train Essentials Shorts Azul","2023-07","4","5.00","4.83","4.67","20","35.00","3"
"Adidas Train Essentials Shorts Azul","2023-08","3","3.67","4.67","4.50","41","32.00","4"
"Adidas Train Essentials Shorts Azul","2023-09","4","3.67","4.33","4.50","38","33.00","6"
"Adidas Train Essentials Shorts Azul","2023-10","6","4.33","4.67","4.67","56","45.00","5"
"Adidas Train Essentials Shorts Azul","2023-11","5","5.00","4.33","4.67","43","45.67","3"
"Adidas Train Essentials Shorts Azul","2023-12","3","4.67","4.17","4.42","43","47.33","4"
"Adidas Train Essentials Shorts Azul","2024-01","4","4.00","4.17","4.50","25","37.00","5"
"Adidas Train Essentials Shorts Azul","2024-02","5","4.00","4.50","4.58","34","34.00","4"
"Adidas Train Essentials Shorts Azul","2024-03","4","4.33","4.50","4.42","43","34.00","4"
"Adidas Train Essentials Shorts Azul","2024-04","4","4.33","4.17","4.42","47","41.33","0"
"Adidas Train Essentials Shorts Azul","2024-05","0","2.67","3.33","3.83","17","35.67","6"
"Adidas Train Essentials Shorts Azul","2024-06","6","3.33","3.83","4.00","47","37.00","9"
"Adidas Train Essentials Shorts Azul","2024-07","9","5.00","4.67","4.42","34","32.67","13"
"Adidas Train Essentials Shorts Azul","2024-08","13","9.33","6.00","5.25","39","40.00","12"
"Adidas Train Essentials Shorts Azul","2024-09","12","11.33","7.33","5.92","51","41.33","10"
"Adidas Train Essentials Shorts Azul","2024-10","10","11.67","8.33","6.25","30","40.00","15"
"Adidas Train Essentials Shorts Azul","2024-11","15","12.33","10.83","7.08","51","44.00","16"
"Adidas Train Essentials Shorts Azul","2024-12","16","13.67","12.50","8.17","47","42.67","9"
"Adidas Train Essentials Shorts Azul","2025-01","9","13.33","12.50","8.58","44","47.33","8"
"Adidas Train Essentials Shorts Azul","2025-02","8","11.00","11.67","8.83","37","42.67","11"
"Adidas Train Essentials Shorts Azul","2025-03","11","9.33","11.50","9.42","51","44.00","12"
"Adidas Train Essentials Shorts Azul","2025-04","12","10.33","11.83","10.08","50","46.00","14"
"Adidas Train Essentials Shorts Azul","2025-05","14","12.33","11.67","11.25","35","45.33","15"
"Adidas Train Essentials Shorts Azul","2025-06","15","13.67","11.50","12.00","44","43.00","8"
"Adidas Train Essentials Shorts Azul","2025-07","8","12.33","11.33","11.92","37","38.67","12"
"Adidas Train Essentials Shorts Azul","2025-08","12","11.67","12.00","11.83","35","38.67","11"
"Adidas Train Essentials Shorts Azul","2025-09","11","10.33","12.00","11.75","41","37.67","11"
"Adidas Train Essentials Shorts Azul","2025-10","11","11.33","11.83","11.83","37","37.67","4"
"Adidas Train Essentials Shorts Azul","2025-11","4","8.67","10.17","10.92","50","42.67","15"
